LMG35	WINRATE	NMATCHES	event	PWINRATE	WML20	FOUNDED	HWINRATE	HHWINRATE	ID	WINRATE6	DEATH_AVG	DEATH_L25	KILL_AVG	TOP500B	LMG35V2	LMAVGV2	COUNTERS3	WINRATE3	WMG35	WMAVG	DPC	HHHWR_SUM	HHHWR_AVG
-0.0176	-22	63	lose	50	0.0288	-5277085	-9	-25	3562473552	-22	5	-24	1	6	4	188	0.1911	-22	48	417	0	-34	-17.0
0.1159	15	23	win	67	-0.0106	-36011822	18	20	3562497561	16	-1	2	1	6	11	184	-0.2125	13	19	189	0	38	19.0
-0.1159	-15	-23	lose	33	0.0106	36011822	-18	-20	3562497561	-16	1	-2	-1	-6	-11	-184	0.2125	-13	-19	-189	0	-38	-19.0
0.0286	24	-63	win	67	-0.0427	5277085	-9	28	3562508474	24	-6	25	-1	-6	-3	-173	-0.2111	24	-48	-434	0	19	9.5
-0.0286	-24	63	lose	33	0.0427	-5277085	9	-28	3562508474	-24	6	-25	1	6	3	173	0.2111	-24	48	434	0	-19	-9.5
0.1667	-10	10	win	50	-0.0518	585038	-12	-26	3562577563	-10	8	-20	4	0	17	305	0.0786	-10	45	510	0	-38	-19.0
-0.1667	10	-10	lose	50	0.0518	-585038	12	26	3562577563	10	-8	20	-4	0	-17	-305	-0.0786	10	-45	-510	0	38	19.0
-0.062	16	35	win	67	0.011	416243	23	8	3562576369	16	-4	16	1	7	-6	33	0.1165	16	7	4	0	31	15.5
0.062	-16	-35	lose	33	-0.011	-416243	-23	-8	3562576369	-16	4	-16	-1	-7	6	-33	-0.1165	-16	-7	-4	0	-31	-15.5
0.0467	7	169	win	59	0.0007	-79218700	2	18	3562573055	-4	0	2	0	-4	5	107	0.4186	0	-4	31	195	20	10.0
-0.0467	-7	-169	lose	41	-0.0007	79218700	-2	-18	3562573055	4	0	-2	0	4	-5	-107	-0.4186	0	4	-31	-195	-20	-10.0
-0.0914	-9	70	win	22	-0.0181	-33227513	-16	-17	3562600353	-6	0	-2	-1	-3	-8	-134	0.3575	-7	-1	-61	0	-33	-16.5
0.0914	9	-70	lose	78	0.0181	33227513	16	17	3562600353	6	0	2	1	3	8	134	-0.3575	7	1	61	0	33	16.5
-0.0463	18	35	win	75	0.0071	416243	0	6	3562611021	18	-4	16	1	7	-4	54	-0.001	18	6	-13	0	6	3.0
0.0463	-18	-35	lose	25	-0.0071	-416243	0	-6	3562611021	-18	4	-16	-1	-7	4	-54	0.001	-18	-6	13	0	-6	-3.0
-0.0438	-7	-169	win	39	-0.0006	79218700	-4	-4	3562631880	3	0	-2	0	4	-4	-104	0.2794	-2	4	-33	-195	-8	-4.0
0.0438	7	169	lose	61	0.0006	-79218700	4	4	3562631880	-3	0	2	0	-4	4	104	-0.2794	2	-4	33	195	8	4.0
0.0406	6	169	win	59	0.0008	-79218700	2	4	3562682162	-3	0	2	0	-4	4	102	0.2298	0	-4	34	195	6	3.0
-0.0406	-6	-169	lose	41	-0.0008	79218700	-2	-4	3562682162	3	0	-2	0	4	-4	-102	-0.2298	0	4	-34	-195	-6	-3.0
0.0056	-16	-26	win	17	0.0396	-108911	-7	11	3562748886	-16	4	-12	-6	1	0	-201	-0.1755	-16	0	2	0	4	2.0
-0.0056	16	26	lose	83	-0.0396	108911	7	-11	3562748886	16	-4	12	6	-1	0	201	0.1755	16	0	-2	0	-4	-2.0
0.0131	9	54	win	65	-0.0085	21011861	4	6	3562757992	2	0	0	1	0	1	80	0.3511	-8	7	120	105	10	5.0
-0.0131	-9	-54	lose	35	0.0085	-21011861	-4	-6	3562757992	-2	0	0	-1	0	-1	-80	-0.3511	8	-7	-120	-105	-10	-5.0
0.0294	-13	-26	win	29	0.0355	-108911	16	-13	3562810513	-13	4	-11	-6	1	2	-173	0.291	-13	-3	-22	0	3	1.5
-0.0294	13	26	lose	71	-0.0355	108911	-16	13	3562810513	13	-4	11	6	-1	-2	173	-0.291	13	3	22	0	-3	-1.5
-0.0111	-9	-54	win	34	0.0086	-21011861	-16	-13	3562837614	-3	0	0	0	0	-1	-79	0.0023	7	-7	-120	-105	-29	-14.5
0.0111	9	54	lose	66	-0.0086	21011861	16	13	3562837614	3	0	0	0	0	1	79	-0.0023	-7	7	120	105	29	14.5
-0.1062	6	323	win	40	0.0258	-89873604	-12	-12	3562908209	13	-1	2	0	-1	-6	-163	0.2154	10	-7	-63	0	-24	-12.0
0.1062	-6	-323	lose	60	-0.0258	89873604	12	12	3562908209	-13	1	-2	0	1	6	163	-0.2154	-10	7	63	0	24	12.0
-0.0079	-8	-54	win	36	0.0084	-21011861	-13	-9	3562898321	-2	0	0	0	0	-1	-78	0.4035	8	-7	-120	-105	-22	-11.0
0.0079	8	54	lose	64	-0.0084	21011861	13	9	3562898321	2	0	0	0	0	1	78	-0.4035	-8	7	120	105	22	11.0
0.01	8	54	win	62	-0.0082	21011861	14	12	3562974866	1	0	-1	0	0	1	78	-0.1258	-9	7	120	105	26	13.0
-0.01	-8	-54	lose	38	0.0082	-21011861	-14	-12	3562974866	-1	0	1	0	0	-1	-78	0.1258	9	-7	-120	-105	-26	-13.0
0.0613	-8	-323	win	50	-0.0256	89873604	-9	11	3562971666	-15	1	-1	-1	1	3	112	0.322	-13	7	66	0	2	1.0
-0.0613	8	323	lose	50	0.0256	-89873604	9	-11	3562971666	15	-1	1	1	-1	-3	-112	-0.322	13	-7	-66	0	-2	-1.0
-0.0128	-8	-54	win	37	0.0084	-21011861	-8	-2	3563045259	-2	0	0	0	0	-1	-79	-0.2432	8	-7	-119	-105	-10	-5.0
0.0128	8	54	lose	63	-0.0084	21011861	8	2	3563045259	2	0	0	0	0	1	79	0.2432	-8	7	119	105	10	5.0
-0.0495	2	90	win	54	-0.0087	-54370872	3	-11	3563102080	12	-1	7	1	1	-5	-66	0.0815	15	-4	-104	240	-8	-4.0
0.0495	-2	-90	lose	46	0.0087	54370872	-3	11	3563102080	-12	1	-7	-1	-1	5	66	-0.0815	-15	4	104	-240	8	4.0
-0.1618	13	-93	win	50	-0.0946	27596015	20	7	3563110560	2	4	-14	4	5	-18	-48	-0.5018	2	11	162	0	27	13.5
0.1618	-13	93	lose	50	0.0946	-27596015	-20	-7	3563110560	-2	-4	14	-4	-5	18	48	0.5018	-2	-11	-162	0	-27	-13.5
0.1055	5	10	win	52	-0.0217	-32914556	5	11	3563161917	0	1	-7	1	4	10	254	-0.0346	-10	7	90	-20	16	8.0
-0.1055	-5	-10	lose	48	0.0217	32914556	-5	-11	3563161917	0	-1	7	-1	-4	-10	-254	0.0346	10	-7	-90	20	-16	-8.0
0.0449	-3	-90	win	45	0.0088	54370872	-7	-12	3563181598	-12	1	-7	-1	-1	4	60	0.2296	-16	4	107	-240	-19	-9.5
-0.0449	3	90	lose	55	-0.0088	-54370872	7	12	3563181598	12	-1	7	1	1	-4	-60	-0.2296	16	-4	-107	240	19	9.5
-0.1658	14	-93	win	56	-0.0953	27596015	-5	33	3563233343	4	4	-15	4	5	-18	-53	-0.1164	4	13	181	0	28	14.0
0.1658	-14	93	lose	44	0.0953	-27596015	5	-33	3563233343	-4	-4	15	-4	-5	18	53	0.1164	-4	-13	-181	0	-28	-14.0
0.1083	5	10	win	53	-0.0218	-32914556	7	4	3563253639	1	1	-6	1	4	11	258	0.1377	-8	7	88	-20	11	5.5
-0.1083	-5	-10	lose	47	0.0218	32914556	-7	-4	3563253639	-1	-1	6	-1	-4	-11	-258	-0.1377	8	-7	-88	20	-11	-5.5
0.0485	-3	-90	win	46	0.0086	54370872	0	8	3563273489	-12	1	-7	-1	-1	5	64	0.3907	-15	3	104	-240	8	4.0
-0.0485	3	90	lose	54	-0.0086	-54370872	0	-8	3563273489	12	-1	7	1	1	-5	-64	-0.3907	15	-3	-104	240	-8	-4.0
-0.1225	21	1	win	50	0.0653	-9593945	11	20	3563408385	25	-6	17	1	5	-13	-189	0.2037	17	2	-76	0	31	15.5
0.1225	-21	-1	lose	50	-0.0653	9593945	-11	-20	3563408385	-25	6	-17	-1	-5	13	189	-0.2037	-17	-2	76	0	-31	-15.5
0.0051	1	-14	win	20	0.0501	1475807	-2	9	3563631724	1	1	-11	0	-5	0	-37	0.2074	-5	-3	-230	0	7	3.5
-0.0051	-1	14	lose	80	-0.0501	-1475807	2	-9	3563631724	-1	-1	11	0	5	0	37	-0.2074	5	3	230	0	-7	-3.5
0.013	2	-14	win	27	0.0487	1475807	2	-2	3563705876	2	1	-10	0	-5	1	-27	-0.1805	-4	-4	-236	0	0	0.0
-0.013	-2	14	lose	73	-0.0487	-1475807	-2	2	3563705876	-2	-1	10	0	5	-1	27	0.1805	4	4	236	0	0	0.0
-0.1897	1	15	win	57	-0.0146	60784563	3	-7	3563757526	-8	-2	8	0	3	-19	-260	-0.3919	-2	4	22	315	-4	-2.0
0.1897	-1	-15	lose	43	0.0146	-60784563	-3	7	3563757526	8	2	-8	0	-3	19	260	0.3919	2	-4	-22	-315	4	2.0
-0.2364	-15	30	win	50	0.08	-840364	-22	-29	3563801635	-15	5	-17	-2	4	-15	-171	-0.0858	-15	-8	-131	30	-51	-25.5
0.2364	15	-30	lose	50	-0.08	840364	22	29	3563801635	15	-5	17	2	-4	15	171	0.0858	15	8	131	-30	51	25.5
0.1837	-1	-15	win	41	0.0147	-60784563	-11	-8	3563837364	6	2	-8	0	-3	18	256	0.331	-1	-4	-21	-315	-19	-9.5
-0.1837	1	15	lose	59	-0.0147	60784563	11	8	3563837364	-6	-2	8	0	3	-18	-256	-0.331	1	4	21	315	19	9.5
-0.1364	-11	30	win	67	0.0769	-840364	-28	-20	3563857761	-11	5	-17	-1	4	-8	-32	0.2173	-11	-9	-158	30	-48	-24.0
0.1364	11	-30	lose	33	-0.0769	840364	28	20	3563857761	11	-5	17	1	-4	8	32	-0.2173	11	9	158	-30	48	24.0
0.1092	-15	-80	win	34	0.0235	-71169073	-16	-11	3563931981	-14	4	-14	-1	2	11	25	0.1079	-13	6	158	-765	-27	-13.5
-0.1092	15	80	lose	66	-0.0235	71169073	16	11	3563931981	14	-4	14	1	-2	-11	-25	-0.1079	13	-6	-158	765	27	13.5
-0.0544	0	52	win	50	-0.0392	-5534986	-7	8	3563921943	0	-2	10	-3	-3	-4	-103	-0.4821	1	2	-37	0	1	0.5
0.0544	0	-52	lose	50	0.0392	5534986	7	-8	3563921943	0	2	-10	3	3	4	103	0.4821	-1	-2	37	0	-1	-0.5
0.1135	-15	-80	win	37	0.0232	-71169073	-16	-21	3564003018	-13	4	-14	-1	2	11	29	-0.2393	-11	5	155	-765	-37	-18.5
-0.1135	15	80	lose	63	-0.0232	71169073	16	21	3564003018	13	-4	14	1	-2	-11	-29	0.2393	11	-5	-155	765	37	18.5
-0.0364	-24	37	win	50	-0.0259	-3858419	-16	-13	3564002609	-24	8	-33	2	2	1	245	0.0413	-24	36	348	30	-29	-14.5
0.0364	24	-37	lose	50	0.0259	3858419	16	13	3564002609	24	-8	33	-2	-2	-1	-245	-0.0413	24	-36	-348	-30	29	14.5
-0.0678	1	52	win	67	-0.0399	-5534986	16	0	3564012840	1	-2	11	-3	-3	-5	-130	0.76	3	3	-24	0	16	8.0
0.0678	-1	-52	lose	33	0.0399	5534986	-16	0	3564012840	-1	2	-11	3	3	5	130	-0.76	-3	-3	24	0	-16	-8.0
0.2841	8	4	win	57	-0.1063	-92757	-6	-2	3564047563	8	-1	2	1	-12	27	262	0.4047	8	19	247	0	-8	-4.0
-0.2841	-8	-4	lose	43	0.1063	92757	6	2	3564047563	-8	1	-2	-1	12	-27	-262	-0.4047	-8	-19	-247	0	8	4.0
-0.2938	-10	-4	win	38	0.1071	92757	9	-9	3564091037	-10	1	-3	-1	12	-28	-264	-0.196	-10	-18	-240	0	0	0.0
0.2938	10	4	lose	62	-0.1071	-92757	-9	9	3564091037	10	-1	3	1	-12	28	264	0.196	10	18	240	0	0	0.0
0.0364	17	-37	win	33	0.0286	3858419	6	25	3564051769	17	-8	33	-3	-2	-10	-231	-0.0514	17	-34	-345	-30	31	15.5
-0.0364	-17	37	lose	67	-0.0286	-3858419	-6	-25	3564051769	-17	8	-33	3	2	10	231	0.0514	-17	34	345	30	-31	-15.5
-0.0087	-20	37	win	50	-0.0195	-3858419	2	-36	3564127436	-20	7	-28	2	2	12	318	0.1834	-20	26	133	30	-34	-17.0
0.0087	20	-37	lose	50	0.0195	3858419	-2	36	3564127436	20	-7	28	-2	-2	-12	-318	-0.1834	20	-26	-133	-30	34	17.0
-0.1324	-6	-2	win	36	0.0176	-100425919	-8	-4	3564165553	6	3	-10	0	5	-13	-149	-0.2142	10	1	-82	30	-12	-6.0
0.1324	6	2	lose	64	-0.0176	100425919	8	4	3564165553	-6	-3	10	0	-5	13	149	0.2142	-10	-1	82	-30	12	6.0
-0.1278	-6	-2	win	38	0.0172	-100425919	-10	-14	3564206816	6	3	-10	0	5	-13	-143	0.2494	11	1	-85	30	-24	-12.0
0.1278	6	2	lose	62	-0.0172	100425919	10	14	3564206816	-6	-3	10	0	-5	13	143	-0.2494	-11	-1	85	-30	24	12.0
0.2545	4	305	win	29	-0.0032	-64882971	-1	32	3564274171	-5	-4	16	-3	-2	27	235	0.1548	-5	12	198	-30	31	15.5
-0.2545	-4	-305	lose	71	0.0032	64882971	1	-32	3564274171	5	4	-16	3	2	-27	-235	-0.1548	5	-12	-198	30	-31	-15.5
0.2292	5	305	win	38	-0.0035	-64882971	18	0	3564321254	-3	-5	17	-2	-2	24	234	-0.1745	-3	12	198	-30	18	9.0
-0.2292	-5	-305	lose	62	0.0035	64882971	-18	0	3564321254	3	5	-17	2	2	-24	-234	0.1745	3	-12	-198	30	-18	-9.0
0.3376	9	-132	win	50	-0.1078	45399503	21	-1	3564441250	19	2	-10	5	0	31	453	0.0697	22	5	41	0	20	10.0
-0.3376	-9	132	lose	50	0.1078	-45399503	-21	1	3564441250	-19	-2	10	-5	0	-31	-453	-0.0697	-22	-5	-41	0	-20	-10.0
-0.3426	-9	132	win	33	0.1095	-45399503	-9	-23	3564505327	-20	-2	9	-5	0	-32	-454	0.0369	-25	-3	-35	0	-32	-16.0
0.3426	9	-132	lose	67	-0.1095	45399503	9	23	3564505327	20	2	-9	5	0	32	454	-0.0369	25	3	35	0	32	16.0
-0.1373	-21	-20	win	50	0.0588	8968391	6	-12	3564607990	-19	13	-38	-2	3	-12	-121	-0.0622	-18	12	185	0	-6	-3.0
0.1373	21	20	lose	50	-0.0588	-8968391	-6	12	3564607990	19	-13	38	2	-3	12	121	0.0622	18	-12	-185	0	6	3.0
0.0956	19	20	win	33	-0.0556	-8968391	19	3	3564676257	16	-12	37	1	-3	9	69	0.1292	15	-10	-146	0	22	11.0
-0.0956	-19	-20	lose	67	0.0556	8968391	-19	-3	3564676257	-16	12	-37	-1	3	-9	-69	-0.1292	-15	10	146	0	-22	-11.0
0.1333	3	28	win	50	0.0385	-2673160	-51	11	3565336371	3	-1	14	-2	1	19	21	0.2541	3	-4	-43	0	-40	-20.0
-0.1333	-3	-28	lose	50	-0.0385	2673160	51	-11	3565336371	-3	1	-14	2	-1	-19	-21	-0.2541	-3	4	43	0	40	20.0
-0.037	6	173	win	75	0.0246	-14585696	-3	3	3565393236	6	-2	10	0	6	-3	107	0.4529	5	-10	-209	0	0	0.0
0.037	-6	-173	lose	25	-0.0246	14585696	3	-3	3565393236	-6	2	-10	0	-6	3	-107	-0.4529	-5	10	209	0	0	0.0
0.127	28	292	win	83	0.0288	-59374129	4	19	3565465115	20	-7	34	1	-8	14	242	-0.1653	26	-22	-284	0	23	11.5
-0.127	-28	-292	lose	17	-0.0288	59374129	-4	-19	3565465115	-20	7	-34	-1	8	-14	-242	0.1653	-26	22	284	0	-23	-11.5
-0.0248	7	173	win	80	0.0242	-14585696	2	24	3565461879	7	-2	10	0	6	-2	123	0.2583	5	-11	-214	0	26	13.0
0.0248	-7	-173	lose	20	-0.0242	14585696	-2	-24	3565461879	-7	2	-10	0	-6	2	-123	-0.2583	-5	11	214	0	-26	-13.0
0.0667	8	28	win	67	0.037	-2673160	34	19	3565450028	8	-2	16	-2	1	12	-23	0.4029	8	-1	-18	0	53	26.5
-0.0667	-8	-28	lose	33	-0.037	2673160	-34	-19	3565450028	-8	2	-16	2	-1	-12	23	-0.4029	-8	1	18	0	-53	-26.5
0.2945	7	280	win	60	-0.0777	-63464305	12	6	3565514322	-1	-3	10	-1	-6	30	405	-0.2826	0	1	153	0	18	9.0
-0.2945	-7	-280	lose	40	0.0777	63464305	-12	-6	3565514322	1	3	-10	1	6	-30	-405	0.2826	0	-1	-153	0	-18	-9.0
0.1442	29	292	win	86	0.0287	-59374129	35	27	3565540360	22	-7	35	2	-8	16	263	0.3365	28	-22	-288	0	62	31.0
-0.1442	-29	-292	lose	14	-0.0287	59374129	-35	-27	3565540360	-22	7	-35	-2	8	-16	-263	-0.3365	-28	22	288	0	-62	-31.0
-0.2774	-8	-280	win	38	0.078	63464305	-15	-9	3565608731	0	3	-11	1	6	-28	-394	0.2872	-1	-1	-154	0	-24	-12.0
0.2774	8	280	lose	62	-0.078	-63464305	15	9	3565608731	0	-3	11	-1	-6	28	394	-0.2872	1	1	154	0	24	12.0
-0.0107	11	52	win	89	-0.0194	105993428	-2	4	3565640271	2	-2	4	2	-6	-1	121	0.0106	1	3	-9	0	2	1.0
0.0107	-11	-52	lose	11	0.0194	-105993428	2	-4	3565640271	-2	2	-4	-2	6	1	-121	-0.0106	-1	-3	9	0	-2	-1.0
-0.2799	-7	-280	win	41	0.0747	63464305	-3	1	3565699440	1	3	-11	1	6	-28	-395	0.0507	0	0	-143	0	-2	-1.0
0.2799	7	280	lose	59	-0.0747	-63464305	3	-1	3565699440	-1	-3	11	-1	-6	28	395	-0.0507	0	0	143	0	2	1.0
0.0133	-12	-52	win	11	0.0195	-105993428	-22	-11	3565732649	-3	2	-4	-2	6	1	-119	0.0433	-2	-3	9	0	-33	-16.5
-0.0133	12	52	lose	89	-0.0195	105993428	22	11	3565732649	3	-2	4	2	-6	-1	119	-0.0433	2	3	-9	0	33	16.5
0.1155	1	301	win	80	0.0135	-165308890	-19	-7	3565735375	5	-2	7	-2	3	13	94	0.4494	10	13	115	0	-26	-13.0
-0.1155	-1	-301	lose	20	-0.0135	165308890	19	7	3565735375	-5	2	-7	2	-3	-13	-94	-0.4494	-10	-13	-115	0	26	13.0
-0.0925	-2	-301	win	18	-0.0131	165308890	19	-17	3565827984	-6	2	-8	2	-3	-10	-83	-0.1017	-11	-14	-117	0	2	1.0
0.0925	2	301	lose	82	0.0131	-165308890	-19	17	3565827984	6	-2	8	-2	3	10	83	0.1017	11	14	117	0	-2	-1.0
0.1	-11	75	win	40	-0.0539	-5282469	0	-13	3565864960	-11	5	-17	3	0	29	380	-0.2577	-11	43	270	0	-13	-6.5
-0.1	11	-75	lose	60	0.0539	5282469	0	13	3565864960	11	-5	17	-3	0	-29	-380	0.2577	11	-43	-270	0	13	6.5
0.0893	2	301	win	75	0.0154	-165308890	-11	12	3565875392	6	-2	7	-2	3	10	82	-0.7189	11	15	114	0	1	0.5
-0.0893	-2	-301	lose	25	-0.0154	165308890	11	-12	3565875392	-6	2	-7	2	-3	-10	-82	0.7189	-11	-15	-114	0	-1	-0.5
-0.3	7	-75	win	50	0.0545	5282469	2	19	3565903479	7	-5	18	-3	0	-32	-356	-0.5106	7	-42	-268	0	21	10.5
0.3	-7	75	lose	50	-0.0545	-5282469	-2	-19	3565903479	-7	5	-18	3	0	32	356	0.5106	-7	42	268	0	-21	-10.5
0.1049	2	301	win	77	0.015	-165308890	-9	-3	3565905099	6	-2	6	-2	3	12	113	-0.4547	11	14	110	0	-12	-6.0
-0.1049	-2	-301	lose	23	-0.015	165308890	9	3	3565905099	-6	2	-6	2	-3	-12	-113	0.4547	-11	-14	-110	0	12	6.0
-0.2865	8	-75	win	57	0.047	5282469	9	-13	3565942331	8	-5	20	-3	0	-31	-345	0.3767	8	-42	-270	0	-4	-2.0
0.2865	-8	75	lose	43	-0.047	-5282469	-9	13	3565942331	-8	5	-20	3	0	31	345	-0.3767	-8	42	270	0	4	2.0
-0.3	11	-75	win	62	0.0406	5282469	8	-5	3566004229	11	-5	16	-2	0	-32	-370	-0.0261	11	-36	-171	0	3	1.5
0.3	-11	75	lose	38	-0.0406	-5282469	-8	5	3566004229	-11	5	-16	2	0	32	370	0.0261	-11	36	171	0	-3	-1.5
-0.098	-9	-71	win	35	-0.0126	-59504472	-9	-20	3566348242	-10	0	1	-2	4	-10	-137	0.663	-2	2	-38	0	-29	-14.5
0.098	9	71	lose	65	0.0126	59504472	9	20	3566348242	10	0	-1	2	-4	10	137	-0.663	2	-2	38	0	29	14.5
-0.1033	-9	6	win	50	0.0256	9077302	-30	5	3566438689	-6	9	-28	4	2	-9	122	0.5133	-5	13	179	0	-25	-12.5
0.1033	9	-6	lose	50	-0.0256	-9077302	30	-5	3566438689	6	-9	28	-4	-2	9	-122	-0.5133	5	-13	-179	0	25	12.5
-0.1007	-8	-71	win	38	-0.0128	-59504472	-19	4	3566438125	-9	0	1	-2	4	-10	-135	-0.0144	0	3	-38	0	-15	-7.5
0.1007	8	71	lose	62	0.0128	59504472	19	-4	3566438125	9	0	-1	2	-4	10	135	0.0144	0	-3	38	0	15	7.5
0.1253	6	-6	win	33	-0.025	-9077302	25	11	3566516122	3	-9	27	-4	-2	11	-127	0.1301	2	-15	-179	0	36	18.0
-0.1253	-6	6	lose	67	0.025	9077302	-25	-11	3566516122	-3	9	-27	4	2	-11	127	-0.1301	-2	15	179	0	-36	-18.0
-0.0767	2	189	win	80	-0.0295	-115786056	6	-3	3566544785	9	-3	12	-1	-5	-7	-3	-0.0146	2	7	52	240	3	1.5
0.0767	-2	-189	lose	20	0.0295	115786056	-6	3	3566544785	-9	3	-12	1	5	7	3	0.0146	-2	-7	-52	-240	-3	-1.5
-0.0698	2	189	win	83	-0.0296	-115786056	5	15	3566631812	10	-3	12	-1	-5	-7	3	0.1346	3	7	51	240	20	10.0
0.0698	-2	-189	lose	17	0.0296	115786056	-5	-15	3566631812	-10	3	-12	1	5	7	-3	-0.1346	-3	-7	-51	-240	-20	-10.0
0.1408	21	-47	win	70	-0.009	80860387	15	22	3566691848	21	-3	18	3	12	14	284	-0.1258	24	-11	-198	0	37	18.5
-0.1408	-21	47	lose	30	0.009	-80860387	-15	-22	3566691848	-21	3	-18	-3	-12	-14	-284	0.1258	-24	11	198	0	-37	-18.5
0.032	-22	97	win	50	0.1216	-18518713	-8	-21	3566757975	-8	4	-11	-1	-3	6	173	0.5225	-9	1	-14	0	-29	-14.5
-0.032	22	-97	lose	50	-0.1216	18518713	8	21	3566757975	8	-4	11	1	3	-6	-173	-0.5225	9	-1	14	0	29	14.5
-0.0118	-1	99	win	70	-0.0211	-61415184	-4	-4	3566763577	-2	-1	5	-2	-6	-1	62	0.1248	-12	11	164	0	-8	-4.0
0.0118	1	-99	lose	30	0.0211	61415184	4	4	3566763577	2	1	-5	2	6	1	-62	-0.1248	12	-11	-164	0	8	4.0
0.1433	21	-47	win	73	-0.0099	80860387	25	15	3566804336	22	-3	18	4	12	14	283	-0.2378	26	-11	-199	0	40	20.0
-0.1433	-21	47	lose	27	0.0099	-80860387	-25	-15	3566804336	-22	3	-18	-4	-12	-14	-283	0.2378	-26	11	199	0	-40	-20.0
0.0679	-21	97	win	60	0.12	-18518713	-23	-26	3566887428	-6	4	-9	0	-3	9	200	0.7605	-6	0	-17	0	-49	-24.5
-0.0679	21	-97	lose	40	-0.12	18518713	23	26	3566887428	6	-4	9	0	3	-9	-200	-0.7605	6	0	17	0	49	24.5
0.0154	0	-99	win	27	0.0213	61415184	-2	6	3566899357	0	1	-6	2	6	1	-60	-0.0789	10	-11	-165	0	4	2.0
-0.0154	0	99	lose	73	-0.0213	-61415184	2	-6	3566899357	0	-1	6	-2	-6	-1	60	0.0789	-10	11	165	0	-4	-2.0
0.1788	-5	309	win	80	-0.0326	-14599290	1	1	3566992921	-12	1	-8	-2	-4	19	366	-0.0452	-8	1	85	0	2	1.0
-0.1788	5	-309	lose	20	0.0326	14599290	-1	-1	3566992921	12	-1	8	2	4	-19	-366	0.0452	8	-1	-85	0	-2	-1.0
-0.0128	0	99	win	67	-0.0209	-61415184	4	-5	3567049639	-2	-1	5	-2	-6	-1	63	-0.3981	-11	10	160	0	-1	-0.5
0.0128	0	-99	lose	33	0.0209	61415184	-4	5	3567049639	2	1	-5	2	6	1	-63	0.3981	11	-10	-160	0	1	0.5
-0.1636	4	-309	win	17	0.0328	14599290	-4	-1	3567119596	10	-1	8	3	4	-17	-357	0.62	6	-1	-87	0	-5	-2.5
0.1636	-4	309	lose	83	-0.0328	-14599290	4	1	3567119596	-10	1	-8	-3	-4	17	357	-0.62	-6	1	87	0	5	2.5
-0.1971	-13	97	win	50	0.0065	-7517383	6	-18	3567280100	-13	1	-2	-5	4	-16	-250	-0.2045	-15	18	97	0	-12	-6.0
0.1971	13	-97	lose	50	-0.0065	7517383	-6	18	3567280100	13	-1	2	5	-4	16	250	0.2045	15	-18	-97	0	12	6.0
0.2138	12	-97	win	33	-0.006	7517383	5	15	3567395410	12	-1	1	5	-4	18	256	0.787	13	-19	-102	0	20	10.0
-0.2138	-12	97	lose	67	0.006	-7517383	-5	-15	3567395410	-12	1	-1	-5	4	-18	-256	-0.787	-13	19	102	0	-20	-10.0
0.0	4	-8	win	50	0.0064	24368412	0	-5	3567643910	2	5	-15	3	0	-1	-12	-0.1033	4	26	157	0	-5	-2.5
0.0	-4	8	lose	50	-0.0064	-24368412	0	5	3567643910	-2	-5	15	-3	0	1	12	0.1033	-4	-26	-157	0	5	2.5
0.0185	6	-8	win	67	0.0031	24368412	33	3	3567692495	5	4	-14	4	0	1	19	0.165	7	24	122	0	36	18.0
-0.0185	-6	8	lose	33	-0.0031	-24368412	-33	-3	3567692495	-5	-4	14	-4	0	-1	-19	-0.165	-7	-24	-122	0	-36	-18.0
0.1209	-18	88	win	50	-0.0375	-57010887	-11	-34	3567774506	-13	2	-6	1	-3	14	272	0.0793	-15	15	232	0	-45	-22.5
-0.1209	18	-88	lose	50	0.0375	57010887	11	34	3567774506	13	-2	6	-1	3	-14	-272	-0.0793	15	-15	-232	0	45	22.5
-0.1429	16	-88	win	33	0.0386	57010887	9	10	3567849532	10	-2	6	-1	3	-16	-271	-0.1617	12	-14	-229	0	19	9.5
0.1429	-16	88	lose	67	-0.0386	-57010887	-9	-10	3567849532	-10	2	-6	1	-3	16	271	0.1617	-12	14	229	0	-19	-9.5
0.1368	-18	88	win	50	-0.0798	-57010887	7	-31	3567887404	-13	3	-7	1	-3	15	257	0.2823	-14	15	257	0	-24	-12.0
-0.1368	18	-88	lose	50	0.0798	57010887	-7	31	3567887404	13	-3	7	-1	3	-15	-257	-0.2823	14	-15	-257	0	24	12.0
-0.1985	8	192	win	53	-0.0928	-60298243	8	16	3568213352	1	2	-2	-1	6	-19	-239	0.1588	2	16	296	0	24	12.0
0.1985	-8	-192	lose	47	0.0928	60298243	-8	-16	3568213352	-1	-2	2	1	-6	19	239	-0.1588	-2	-16	-296	0	-24	-12.0
-0.2024	8	192	win	56	-0.0929	-60298243	-3	17	3568295316	2	2	-2	-1	6	-20	-236	-0.0062	2	17	296	0	14	7.0
0.2024	-8	-192	lose	44	0.0929	60298243	3	-17	3568295316	-2	-2	2	1	-6	20	236	0.0062	-2	-17	-296	0	-14	-7.0
0.0521	11	161	win	58	0.0043	5133600	20	8	3568326776	21	-1	6	3	-3	5	81	0.1219	14	-7	-77	240	28	14.0
-0.0521	-11	-161	lose	42	-0.0043	-5133600	-20	-8	3568326776	-21	1	-6	-3	3	-5	-81	-0.1219	-14	7	77	-240	-28	-14.0
