WINRATE	NMATCHES	event	PWINRATE	WM_L20	FOUNDED	HWINRATE	HHWINRATE	ID	WINRATE6	DEATH_AVG	DEATH_L25	KILL_AVG	TOP500	LM_G35	LM_AVG	COUNTERS	WINRATE3	WM_G35	WM_AVG	DPC	HWR_AVG
-15	-609	lose	33	16	170424020	-4	-33	4252372761	5	4	-22	-3	2	-21	-353	0.632	2	-19	-412	-1050	-18.5
6	-502	win	40	1	118881047	13	-4	4252439720	6	0	-1	3	4	12	115	0.4889	-8	-4	-95	1320	4.5
-6	502	lose	60	-1	-118881047	-13	4	4252439720	-6	0	1	-3	-4	-12	-115	-0.4889	8	4	95	-1320	-4.5
21	378	win	67	-14	-56848217	10	25	4252496556	29	-4	13	-1	3	7	50	-0.3107	26	3	71	210	17.5
-21	-378	lose	33	14	56848217	-10	-25	4252496556	-29	4	-13	1	-3	-7	-50	0.3107	-26	-3	-71	-210	-17.5
7	-502	win	50	1	118881047	15	-1	4252577077	8	0	-2	3	4	12	112	0.518	-5	-2	-73	1320	7.0
-7	502	lose	50	-1	-118881047	-15	1	4252577077	-8	0	2	-3	-4	-12	-112	-0.518	5	2	73	-1320	-7.0
-7	-48	win	50	-17	64410012	-16	-18	4252698342	-10	-4	4	-4	4	12	48	-0.2741	-6	12	272	1350	-17.0
7	48	lose	50	17	-64410012	16	18	4252698342	10	4	-4	4	-4	-12	-48	0.2741	6	-12	-272	-1350	17.0
-5	-48	win	67	-17	64410012	-3	-3	4252809681	-8	-4	5	-3	4	13	56	-0.2306	-4	10	266	1350	-3.0
5	48	lose	33	17	-64410012	3	3	4252809681	8	4	-5	3	-4	-13	-56	0.2306	4	-10	-266	-1350	3.0
12	35	win	75	-9	2507705	-8	15	4252859180	7	-4	14	1	2	13	155	0.0222	3	-7	-51	0	3.5
-12	-35	lose	25	9	-2507705	8	-15	4252859180	-7	4	-14	-1	-2	-13	-155	-0.0222	-3	7	51	0	-3.5
12	35	win	80	-9	2507705	15	0	4252957863	8	-4	14	1	2	13	155	0.557	5	-7	-49	0	7.5
-12	-35	lose	20	9	-2507705	-15	0	4252957863	-8	4	-14	-1	-2	-13	-155	-0.557	-5	7	49	0	-7.5
12	-452	win	33	17	54471035	1	5	4253043175	15	3	-6	6	0	1	70	0.0465	0	-16	-375	-30	3.0
-12	452	lose	67	-17	-54471035	-1	-5	4253043175	-15	-3	6	-6	0	-1	-70	-0.0465	0	16	375	30	-3.0
4	-149	win	40	-7	29950404	6	0	4253146950	9	1	-2	0	4	3	5	0.3682	2	13	146	1350	3.0
-4	149	lose	60	7	-29950404	-6	0	4253146950	-9	-1	2	0	-4	-3	-5	-0.3682	-2	-13	-146	-1350	-3.0
4	-149	win	50	-7	29950404	3	1	4253223479	10	1	-1	0	4	2	1	0.2879	3	14	161	1350	2.0
-4	149	lose	50	7	-29950404	-3	-1	4253223479	-10	-1	1	0	-4	-2	-1	-0.2879	-3	-14	-161	-1350	-2.0
13	-293	win	50	-1	86069278	11	19	4253582604	9	-1	-1	3	5	-14	-10	-0.314	16	3	168	0	15.0
-13	293	lose	50	1	-86069278	-11	-19	4253582604	-9	1	1	-3	-5	14	10	0.314	-16	-3	-168	0	-15.0
15	-293	win	67	-1	86069278	24	2	4253626594	10	-1	-1	3	5	-14	-8	-0.3594	18	2	147	0	13.0
-15	293	lose	33	1	-86069278	-24	-2	4253626594	-10	1	1	-3	-5	14	8	0.3594	-18	-2	-147	0	-13.0
-14	-370	win	60	15	56761242	-21	-9	4253690065	-20	2	-10	-3	5	-15	-223	0.5179	-19	-18	-394	0	-15.0
14	370	lose	40	-15	-56761242	21	9	4253690065	20	-2	10	3	-5	15	223	-0.5179	19	18	394	0	15.0
12	370	win	33	-13	-56761242	-12	20	4253755842	17	-2	12	3	-5	15	227	-0.1193	17	13	294	0	4.0
-12	-370	lose	67	13	56761242	12	-20	4253755842	-17	2	-12	-3	5	-15	-227	0.1193	-17	-13	-294	0	-4.0
12	4	win	50	3	-80338	5	-4	4253739467	12	-5	22	0	-3	-25	-139	0.6931	12	-19	-253	-90	0.5
-12	-4	lose	50	-3	80338	-5	4	4253739467	-12	5	-22	0	3	25	139	-0.6931	-12	19	253	90	-0.5
2	585	win	50	7	-92286056	9	-16	4253776773	3	4	-12	2	-2	-2	93	0.0436	5	-13	-195	90	-3.5
-2	-585	lose	50	-7	92286056	-9	16	4253776773	-3	-4	12	-2	2	2	-93	-0.0436	-5	13	195	-90	3.5
14	370	win	43	-13	-56761242	14	18	4253802275	20	-2	13	3	-5	18	257	-0.3923	19	13	292	0	16.0
-14	-370	lose	57	13	56761242	-14	-18	4253802275	-20	2	-13	-3	5	-18	-257	0.3923	-19	-13	-292	0	-16.0
-5	-585	win	33	-7	92286056	9	14	4253844376	-6	-3	9	-2	2	6	-94	0.1516	-8	13	195	-90	11.5
5	585	lose	67	7	-92286056	-9	-14	4253844376	6	3	-9	2	-2	-6	94	-0.1516	8	-13	-195	90	-11.5
12	4	win	50	3	-80338	16	12	4253876677	12	-5	22	0	-3	-23	-158	-0.0341	12	-19	-223	-90	14.0
-12	-4	lose	50	-3	80338	-16	-12	4253876677	-12	5	-22	0	3	23	158	0.0341	-12	19	223	90	-14.0
-3	-585	win	50	-7	92286056	4	-13	4253923383	-4	-3	6	-2	2	6	-95	-0.0495	-6	17	224	-90	-4.5
3	585	lose	50	7	-92286056	-4	13	4253923383	4	3	-6	2	-2	-6	95	0.0495	6	-17	-224	90	4.5
-8	545	win	50	2	-86502996	-18	-14	4254188637	-8	2	-5	0	-1	23	233	0.0976	-6	-7	-183	90	-16.0
8	-545	lose	50	-2	86502996	18	14	4254188637	8	-2	5	0	1	-23	-233	-0.0976	6	7	183	-90	16.0
-9	-181	win	50	1	36561359	-6	-3	4254189863	-12	-3	11	-7	3	-12	90	-0.0383	-11	4	-68	0	-4.5
9	181	lose	50	-1	-36561359	6	3	4254189863	12	3	-11	7	-3	12	-90	0.0383	11	-4	68	0	4.5
4	488	win	50	2	-89306326	-1	17	4254301154	12	0	0	-2	-6	-9	-103	0.2649	23	-5	-39	-1140	8.0
-4	-488	lose	50	-2	89306326	1	-17	4254301154	-12	0	0	2	6	9	103	-0.2649	-23	5	39	1140	-8.0
7	-545	win	40	-2	86502996	20	11	4254290508	6	-2	4	0	1	-24	-235	0.0258	5	7	183	-90	15.5
-7	545	lose	60	2	-86502996	-20	-11	4254290508	-6	2	-4	0	-1	24	235	-0.0258	-5	-7	-183	90	-15.5
-5	-181	win	67	0	36561359	-26	-6	4254326561	-9	-3	7	-6	3	-13	80	-0.3407	-7	10	29	0	-16.0
5	181	lose	33	0	-36561359	26	6	4254326561	9	3	-7	6	-3	13	-80	0.3407	7	-10	-29	0	16.0
5	488	win	67	2	-89306326	14	21	4254428768	13	0	0	-2	-6	-10	-114	-0.0645	27	-5	-37	-1140	17.5
-5	-488	lose	33	-2	89306326	-14	-21	4254428768	-13	0	0	2	6	10	114	0.0645	-27	5	37	1140	-17.5
2	-43	win	50	-9	328948	-18	7	4254454904	2	-1	-1	0	-1	-27	-209	0.2108	2	-30	-510	-75	-5.5
-2	43	lose	50	9	-328948	18	-7	4254454904	-2	1	1	0	1	27	209	-0.2108	-2	30	510	75	5.5
5	-352	win	40	7	88930643	5	9	4254520614	0	-2	2	3	0	10	112	0.495	-6	-18	-257	-30	7.0
-5	352	lose	60	-7	-88930643	-5	-9	4254520614	0	2	-2	-3	0	-10	-112	-0.495	6	18	257	30	-7.0
-5	352	win	50	-7	-88930643	7	-5	4254594822	0	2	-2	-3	0	-10	-114	-0.0511	3	18	261	30	1.0
5	-352	lose	50	7	88930643	-7	5	4254594822	0	-2	2	3	0	10	114	0.0511	-3	-18	-261	-30	-1.0
-2	43	win	50	9	-328948	-25	5	4254629729	-2	1	2	1	1	20	179	0.1072	-2	33	521	75	-10.0
2	-43	lose	50	-9	328948	25	-5	4254629729	2	-1	-2	-1	-1	-20	-179	-0.1072	2	-33	-521	-75	10.0
-7	50	win	71	-1	-4510362	-15	0	4254720514	-7	4	-11	2	-1	24	95	-0.1114	-7	3	437	75	-7.5
7	-50	lose	29	1	4510362	15	0	4254720514	7	-4	11	-2	1	-24	-95	0.1114	7	-3	-437	-75	7.5
-4	50	win	75	-1	-4510362	2	18	4254783812	-4	4	-13	2	-1	28	156	0.038	-4	1	415	75	10.0
4	-50	lose	25	1	4510362	-2	-18	4254783812	4	-4	13	-2	1	-28	-156	-0.038	4	-1	-415	-75	-10.0
8	-502	win	57	0	118881047	17	13	4254789175	8	-1	3	3	4	11	91	0.0357	-3	-3	-94	1320	15.0
-8	502	lose	43	0	-118881047	-17	-13	4254789175	-8	1	-3	-3	-4	-11	-91	-0.0357	3	3	94	-1320	-15.0
19	-23	win	33	1	4752391	19	27	4254810286	19	-4	6	7	0	-10	149	-0.0361	16	-8	-257	0	23.0
-19	23	lose	67	-1	-4752391	-19	-27	4254810286	-19	4	-6	-7	0	10	-149	0.0361	-16	8	257	0	-23.0
9	-502	win	62	0	118881047	15	24	4254841610	10	-1	4	3	4	11	93	-0.2713	0	-4	-107	1320	19.5
-9	502	lose	38	0	-118881047	-15	-24	4254841610	-10	1	-4	-3	-4	-11	-93	0.2713	0	4	107	-1320	-19.5
21	-23	win	50	0	4752391	25	38	4254870510	21	-4	7	7	0	-12	146	0.1088	19	-3	-222	0	31.5
-21	23	lose	50	0	-4752391	-25	-38	4254870510	-21	4	-7	-7	0	12	-146	-0.1088	-19	3	222	0	-31.5
1	564	win	62	3	-195152868	-7	0	4255198651	2	-3	16	-3	2	17	-81	-0.298	1	1	27	45	-3.5
-1	-564	lose	38	-3	195152868	7	0	4255198651	-2	3	-16	3	-2	-17	81	0.298	-1	-1	-27	-45	3.5
-11	-599	win	75	-6	195316210	1	0	4255510462	-19	5	-24	0	1	-5	-88	0.0277	-20	29	490	90	0.5
11	599	lose	25	6	-195316210	-1	0	4255510462	19	-5	24	0	-1	5	88	-0.0277	20	-29	-490	-90	-0.5
10	599	win	20	6	-195316210	12	31	4255590695	18	-5	22	-1	-1	5	88	-0.0975	18	-30	-479	-90	21.5
-10	-599	lose	80	-6	195316210	-12	-31	4255590695	-18	5	-22	1	1	-5	-88	0.0975	-18	30	479	90	-21.5
-11	-174	win	75	-12	32379945	16	1	4255782129	-14	0	-5	-5	1	-5	16	0.0229	-12	-17	-25	0	8.5
11	174	lose	25	12	-32379945	-16	-1	4255782129	14	0	5	5	-1	5	-16	-0.0229	12	17	25	0	-8.5
-3	593	win	50	1	-195235872	3	-5	4255806295	5	-1	4	0	2	28	180	0.0499	6	-10	-246	0	-1.0
3	-593	lose	50	-1	195235872	-3	5	4255806295	-5	1	-4	0	-2	-28	-180	-0.0499	-6	10	246	0	1.0
-9	-174	win	80	-4	32379945	-10	10	4255849479	-12	-1	-3	-5	1	-4	31	-0.1577	-10	-19	-96	0	0.0
9	174	lose	20	4	-32379945	10	-10	4255849479	12	1	3	5	-1	4	-31	0.1577	10	19	96	0	0.0
8	-143	win	50	-10	197159108	-12	10	4255872168	6	4	-18	0	0	-30	-276	0.3167	0	-2	25	0	-1.0
-8	143	lose	50	10	-197159108	12	-10	4255872168	-6	-4	18	0	0	30	276	-0.3167	0	2	-25	0	1.0
-2	593	win	55	1	-195235872	-19	-16	4255892398	7	-1	3	0	2	29	207	0.1593	7	-10	-248	0	-17.5
2	-593	lose	45	-1	195235872	19	16	4255892398	-7	1	-3	0	-2	-29	-207	-0.1593	-7	10	248	0	17.5
4	55	win	84	-4	4345271	-17	0	4255923211	6	2	-2	3	2	1	47	0.1877	12	12	157	0	-8.5
-4	-55	lose	16	4	-4345271	17	0	4255923211	-6	-2	2	-3	-2	-1	-47	-0.1877	-12	-12	-157	0	8.5
5	7	win	40	-3	-4181414	20	10	4256022159	5	1	-11	3	-2	19	78	-0.1453	5	-36	-216	0	15.0
-5	-7	lose	60	3	4181414	-20	-10	4256022159	-5	-1	11	-3	2	-19	-78	0.1453	-5	36	216	0	-15.0
-5	41	win	60	2	-328948	-20	8	4256137345	-5	3	-3	1	1	16	157	-0.1383	-5	31	593	75	-6.0
5	-41	lose	40	-2	328948	20	-8	4256137345	5	-3	3	-1	-1	-16	-157	0.1383	5	-31	-593	-75	6.0
-2	41	win	67	2	-328948	-27	-15	4256230728	-2	3	-2	1	1	12	151	0.0934	-2	32	588	75	-21.0
2	-41	lose	33	-2	328948	27	15	4256230728	2	-3	2	-1	-1	-12	-151	-0.0934	2	-32	-588	-75	21.0
6	165	win	50	-25	-2054351	-1	10	4256368398	13	6	-4	6	6	21	155	0.254	11	15	223	0	4.5
-6	-165	lose	50	25	2054351	1	-10	4256368398	-13	-6	4	-6	-6	-21	-155	-0.254	-11	-15	-223	0	-4.5
10	373	win	50	-9	-78684363	4	3	4256392973	2	-2	4	-3	-2	0	-119	0.0428	0	9	33	70	3.5
-10	-373	lose	50	9	78684363	-4	-3	4256392973	-2	2	-4	3	2	0	119	-0.0428	0	-9	-33	-70	-3.5
11	373	win	67	-9	-78684363	9	29	4256452859	4	-2	5	-3	-2	2	-107	-0.5449	1	9	33	70	19.0
-11	-373	lose	33	9	78684363	-9	-29	4256452859	-4	2	-5	3	2	-2	107	0.5449	-1	-9	-33	-70	-19.0
-8	396	win	50	-8	-83436754	2	-26	4256499675	-14	0	6	-7	-2	10	-103	0.1273	-15	8	207	70	-12.0
8	-396	lose	50	8	83436754	-2	26	4256499675	14	0	-6	7	2	-10	103	-0.1273	15	-8	-207	-70	12.0
-5	396	win	67	-8	-83436754	-21	10	4256535573	-10	0	9	-6	-2	15	19	0.0079	-11	8	204	70	-5.5
5	-396	lose	33	8	83436754	21	-10	4256535573	10	0	-9	6	2	-15	-19	-0.0079	11	-8	-204	-70	5.5
-5	-65	win	50	-1	6287515	-1	6	4257098526	-5	0	-5	-2	5	1	97	0.0666	-11	-2	37	0	2.5
5	65	lose	50	1	-6287515	1	-6	4257098526	5	0	5	2	-5	-1	-97	-0.0666	11	2	-37	0	-2.5
5	65	win	50	1	-6287515	24	-12	4257237760	4	0	6	2	-5	-1	-100	0.4174	10	3	-27	0	6.0
-5	-65	lose	50	-1	6287515	-24	12	4257237760	-4	0	-6	-2	5	1	100	-0.4174	-10	-3	27	0	-6.0
-3	-29	win	60	2	-46396694	-5	-1	4257683870	-2	4	-2	-3	1	-12	0	0.232	-4	13	125	0	-3.0
3	29	lose	40	-2	46396694	5	1	4257683870	2	-4	2	3	-1	12	0	-0.232	4	-13	-125	0	3.0
-3	-29	win	67	2	-46396694	10	-6	4257761316	-1	4	-1	-3	1	-11	18	-0.1545	-2	12	118	0	2.0
3	29	lose	33	-2	46396694	-10	6	4257761316	1	-4	1	3	-1	11	-18	0.1545	2	-12	-118	0	-2.0
-18	138	win	83	4	-173980437	-16	-2	4258146103	-6	1	-5	-7	-1	-3	17	0.3115	-6	-9	14	0	-9.0
18	-138	lose	17	-4	173980437	16	2	4258146103	6	-1	5	7	1	3	-17	-0.3115	6	9	-14	0	9.0
-5	38	win	50	1	-163788170	0	7	4258325676	10	-2	7	-5	8	-15	-143	0.0811	18	7	70	0	3.5
5	-38	lose	50	-1	163788170	0	-7	4258325676	-10	2	-7	5	-8	15	143	-0.0811	-18	-7	-70	0	-3.5
-19	118	win	50	-6	-131613974	-8	13	4258423365	-8	-1	4	-8	1	-7	-250	0.2226	-5	11	190	0	2.5
19	-118	lose	50	6	131613974	8	-13	4258423365	8	1	-4	8	-1	7	250	-0.2226	5	-11	-190	0	-2.5
13	-103	win	75	-4	10192267	12	29	4258519950	14	-3	11	2	9	-11	-154	-0.0852	22	16	72	0	20.5
-13	103	lose	25	4	-10192267	-12	-29	4258519950	-14	3	-11	-2	-9	11	154	0.0852	-22	-16	-72	0	-20.5
4	481	win	50	-2	-184875052	-11	-8	4258697655	2	1	2	-2	-5	14	174	-0.1799	-11	-15	-102	3004	-9.5
-4	-481	lose	50	2	184875052	11	8	4258697655	-2	-1	-2	2	5	-14	-174	0.1799	11	15	102	-3004	9.5
5	481	win	67	-2	-184875052	8	-5	4258790488	3	0	3	-2	-5	17	198	-0.0175	-8	-16	-103	3004	1.5
-5	-481	lose	33	2	184875052	-8	5	4258790488	-3	0	-3	2	5	-17	-198	0.0175	8	16	103	-3004	-1.5
3	720	win	50	-3	-195375137	-5	16	4258902409	1	-1	8	-2	7	19	226	-0.3438	1	-12	-51	3197	5.5
-3	-720	lose	50	3	195375137	5	-16	4258902409	-1	1	-8	2	-7	-19	-226	0.3438	-1	12	51	-3197	-5.5
4	720	win	67	-3	-195375137	11	-3	4259020182	2	-1	9	-2	7	21	247	-0.0192	2	-12	-52	3197	4.0
-4	-720	lose	33	3	195375137	-11	3	4259020182	-2	1	-9	2	-7	-21	-247	0.0192	-2	12	52	-3197	-4.0
3	-241	win	53	1	10500085	-2	-2	4259132764	3	1	-4	0	-12	-1	17	0.148	-6	-3	-52	-193	-2.0
-3	241	lose	47	-1	-10500085	2	2	4259132764	-3	-1	4	0	12	1	-17	-0.148	6	3	52	193	2.0
3	-241	win	54	1	10500085	1	4	4259252268	5	1	-4	0	-12	0	19	0.2078	-3	-3	-52	-193	2.5
-3	241	lose	46	-1	-10500085	-1	-4	4259252268	-5	-1	4	0	12	0	-19	-0.2078	3	3	52	193	-2.5
8	-3	win	50	6	174200008	8	5	4259476559	11	1	-8	7	-9	13	108	-0.0925	5	-12	-250	0	6.5
-8	3	lose	50	-6	-174200008	-8	-5	4259476559	-11	-1	8	-7	9	-13	-108	0.0925	-5	12	250	0	-6.5
-9	3	win	33	-6	-174200008	1	4	4259575285	-15	-1	7	-7	9	-12	-108	0.1705	-9	11	246	0	2.5
9	-3	lose	67	6	174200008	-1	-4	4259575285	15	1	-7	7	-9	12	108	-0.1705	9	-11	-246	0	-2.5
8	-3	win	50	6	174200008	-7	17	4259657285	11	1	-7	7	-9	13	105	0.0502	6	-12	-246	0	5.0
-8	3	lose	50	-6	-174200008	7	-17	4259657285	-11	-1	7	-7	9	-13	-105	-0.0502	-6	12	246	0	-5.0
-24	-312	win	50	2	-106103572	-6	-21	4259898754	-19	1	-7	-5	7	-22	-336	0.265	-34	1	-4	-210	-13.5
24	312	lose	50	-2	106103572	6	21	4259898754	19	-1	7	5	-7	22	336	-0.265	34	-1	4	210	13.5
3	546	win	50	-13	-100205150	8	-20	4260159549	0	-4	5	-3	-5	-10	2	0.1072	2	8	236	1065	-6.0
-3	-546	lose	50	13	100205150	-8	20	4260159549	0	4	-5	3	5	10	-2	-0.1072	-2	-8	-236	-1065	6.0
1	24	win	50	10	-42366463	-14	24	4260267540	5	2	-8	1	-2	4	268	-0.1507	5	-19	-192	0	5.0
-1	-24	lose	50	-10	42366463	14	-24	4260267540	-5	-2	8	-1	2	-4	-268	0.1507	-5	19	192	0	-5.0
1	-27	win	57	-4	19855513	-2	-8	4260258343	-1	-3	14	-1	-2	-6	-72	0.3765	-1	14	172	0	-5.0
-1	27	lose	43	4	-19855513	2	8	4260258343	1	3	-14	1	2	6	72	-0.3765	1	-14	-172	0	5.0
-3	-546	win	33	13	100205150	-10	-3	4260253632	-1	4	-6	3	5	8	-21	0.5156	-5	-8	-235	-1065	-6.5
3	546	lose	67	-13	-100205150	10	3	4260253632	1	-4	6	-3	-5	-8	21	-0.5156	5	8	235	1065	6.5
20	349	win	50	-1	-57684598	6	17	4260363573	29	-4	13	0	1	7	194	-0.2067	42	8	84	210	11.5
-20	-349	lose	50	1	57684598	-6	-17	4260363573	-29	4	-13	0	-1	-7	-194	0.2067	-42	-8	-84	-210	-11.5
7	-14	win	33	-3	-7193835	3	11	4260414408	0	-1	4	1	-4	5	-127	0.1534	-1	1	44	0	7.0
-7	14	lose	67	3	7193835	-3	-11	4260414408	0	1	-4	-1	4	-5	127	-0.1534	1	-1	-44	0	-7.0
-1	7	win	75	-14	13407758	-18	-3	4260452236	-9	-3	2	0	1	-12	-40	-0.0089	-10	16	242	0	-10.5
1	-7	lose	25	14	-13407758	18	3	4260452236	9	3	-2	0	-1	12	40	0.0089	10	-16	-242	0	10.5
-8	14	win	62	3	7193835	-25	4	4260501770	-1	2	-5	-2	4	-4	122	0.0078	-3	-2	-44	0	-10.5
8	-14	lose	38	-3	-7193835	25	-4	4260501770	1	-2	5	2	-4	4	-122	-0.0078	3	2	44	0	10.5
5	429	win	50	-9	-25510402	7	-12	4260507907	10	-2	10	-3	-6	13	77	0.5148	18	12	220	210	-2.5
-5	-429	lose	50	9	25510402	-7	12	4260507907	-10	2	-10	3	6	-13	-77	-0.5148	-18	-12	-220	-210	2.5
0	7	win	80	-14	13407758	-13	-15	4260548971	-7	-3	3	0	1	-10	-18	-0.3628	-8	15	228	0	-14.0
0	-7	lose	20	14	-13407758	13	15	4260548971	7	3	-3	0	-1	10	18	0.3628	8	-15	-228	0	14.0
7	-14	win	36	-3	-7193835	8	0	4260590322	0	-1	4	2	-4	2	-134	-0.0531	0	3	47	0	4.0
-7	14	lose	64	3	7193835	-8	0	4260590322	0	1	-4	-2	4	-2	134	0.0531	0	-3	-47	0	-4.0
-4	186	win	57	0	-71284648	-6	-13	4260781528	-7	1	-6	-1	12	6	64	0.1808	-11	-2	3	-5729	-9.5
4	-186	lose	43	0	71284648	6	13	4260781528	7	-1	6	1	-12	-6	-64	-0.1808	11	2	-3	5729	9.5
-4	186	win	58	0	-71284648	-15	-2	4260951901	-5	1	-6	-1	12	6	67	0.0071	-9	-3	2	-5729	-8.5
4	-186	lose	42	0	71284648	15	2	4260951901	5	-1	6	1	-12	-6	-67	-0.0071	9	3	-2	5729	8.5
19	386	win	50	-4	26830369	25	31	4261612751	-16	-2	10	5	-4	23	365	-0.0109	-11	-1	3	1050	28.0
-19	-386	lose	50	4	-26830369	-25	-31	4261612751	16	2	-10	-5	4	-23	-365	0.0109	11	1	-3	-1050	-28.0
3	-558	win	50	-8	196977176	14	12	4261621281	2	4	-15	5	-3	7	-50	0.2354	3	0	193	105	13.0
-3	558	lose	50	8	-196977176	-14	-12	4261621281	-2	-4	15	-5	3	-7	50	-0.2354	-3	0	-193	-105	-13.0
19	386	win	67	-4	26830369	13	31	4261669262	-14	-2	10	5	-4	22	363	-0.071	-9	-1	3	1050	22.0
-19	-386	lose	33	4	-26830369	-13	-31	4261669262	14	2	-10	-5	4	-22	-363	0.071	9	1	-3	-1050	-22.0
-4	558	win	43	8	-196977176	-4	-23	4261674990	-4	-4	16	-5	3	-7	52	-0.383	-5	-2	-209	-105	-13.5
4	-558	lose	57	-8	196977176	4	23	4261674990	4	4	-16	5	-3	7	-52	0.383	5	2	209	105	13.5
-3	558	win	50	8	-196977176	-14	-3	4261724711	-2	-4	17	-5	3	-9	23	-0.1184	-3	-2	-207	-105	-8.5
3	-558	lose	50	-8	196977176	14	3	4261724711	2	4	-17	5	-3	9	-23	0.1184	3	2	207	105	8.5
24	312	win	33	-2	106103572	28	35	4261746820	19	-1	7	5	-7	21	337	0.0857	29	0	7	210	31.5
-24	-312	lose	67	2	-106103572	-28	-35	4261746820	-19	1	-7	-5	7	-21	-337	-0.0857	-29	0	-7	-210	-31.5
-24	-312	win	60	2	-106103572	-41	-25	4261930453	-19	1	-7	-4	7	-21	-336	0.3369	-24	0	-14	-210	-33.0
24	312	lose	40	-2	106103572	41	25	4261930453	19	-1	7	4	-7	21	336	-0.3369	24	0	14	210	33.0
-19	-383	win	25	4	-26830369	2	-19	4262021050	12	2	-10	-4	4	-23	-372	0.3212	7	0	-14	-1050	-8.5
19	383	lose	75	-4	26830369	-2	19	4262021050	-12	-2	10	4	-4	23	372	-0.3212	-7	0	14	1050	8.5
4	544	win	40	-12	-100205150	-2	-7	4262069560	1	-4	5	-3	-5	-6	13	-0.0607	5	8	230	1065	-4.5
-4	-544	lose	60	12	100205150	2	7	4262069560	-1	4	-5	3	5	6	-13	0.0607	-5	-8	-230	-1065	4.5
-19	-383	win	40	4	-26830369	-16	-14	4262117893	14	2	-10	-4	4	-23	-371	0.0756	9	-1	-16	-1050	-15.0
19	383	lose	60	-4	26830369	16	14	4262117893	-14	-2	10	4	-4	23	371	-0.0756	-9	1	16	1050	15.0
-5	-544	win	50	12	100205150	17	-7	4262159028	-2	4	-5	3	5	4	-36	0.0295	-6	-8	-228	-1065	5.0
5	544	lose	50	-12	-100205150	-17	7	4262159028	2	-4	5	-3	-5	-4	36	-0.0295	6	8	228	1065	-5.0
-2	219	win	41	-1	-69315476	-10	5	4262152575	-5	2	-5	0	10	-6	-83	0.4255	-13	-3	-49	-1365	-2.5
2	-219	lose	59	1	69315476	10	-5	4262152575	5	-2	5	0	-10	6	83	-0.4255	13	3	49	1365	2.5
19	383	win	50	-3	26830369	35	10	4262233447	-15	-2	10	4	-4	23	371	0.1883	-11	0	14	1050	22.5
-19	-383	lose	50	3	-26830369	-35	-10	4262233447	15	2	-10	-4	4	-23	-371	-0.1883	11	0	-14	-1050	-22.5
4	544	win	43	-12	-100205150	-9	1	4262242743	0	-4	4	-3	-5	-4	33	0.2149	4	9	236	1065	-4.0
-4	-544	lose	57	12	100205150	9	-1	4262242743	0	4	-4	3	5	4	-33	-0.2149	-4	-9	-236	-1065	4.0
2	-219	win	56	1	69315476	6	5	4262300961	4	-2	5	0	-10	6	83	0.1406	11	3	48	1365	5.5
-2	219	lose	44	-1	-69315476	-6	-5	4262300961	-4	2	-5	0	10	-6	-83	-0.1406	-11	-3	-48	-1365	-5.5
19	383	win	57	-3	26830369	20	20	4262335831	-14	-2	10	4	-4	23	371	0.2054	-9	0	14	1050	20.0
-19	-383	lose	43	3	-26830369	-20	-20	4262335831	14	2	-10	-4	4	-23	-371	-0.2054	9	0	-14	-1050	-20.0
2	540	win	71	2	-113612908	-16	-8	4262404175	6	-1	2	-4	-6	4	57	0.5027	10	-8	-20	1065	-12.0
-2	-540	lose	29	-2	113612908	16	8	4262404175	-6	1	-2	4	6	-4	-57	-0.5027	-10	8	20	-1065	12.0
19	383	win	62	-3	26830369	15	23	4262448841	-12	-2	10	4	-4	23	365	0.2739	-7	0	16	1050	19.0
-19	-383	lose	38	3	-26830369	-15	-23	4262448841	12	2	-10	-4	4	-23	-365	-0.2739	7	0	-16	-1050	-19.0
3	540	win	75	2	-113612908	12	19	4262505569	7	-1	1	-3	-6	6	74	-0.0673	11	-8	-21	1065	15.5
-3	-540	lose	25	-2	113612908	-12	-19	4262505569	-7	1	-1	3	6	-6	-74	0.0673	-11	8	21	-1065	-15.5
4	540	win	78	2	-113612908	4	4	4262609585	9	-1	1	-3	-6	8	86	0.431	13	-8	-22	1065	4.0
-4	-540	lose	22	-2	113612908	-4	-4	4262609585	-9	1	-1	3	6	-8	-86	-0.431	-13	8	22	-1065	-4.0
-11	-298	win	80	1	115575	-16	-15	4262598532	0	2	-6	-1	-2	-3	-55	0.0599	-1	8	135	-3112	-15.5
11	298	lose	20	-1	-115575	16	15	4262598532	0	-2	6	1	2	3	55	-0.0599	1	-8	-135	3112	15.5
14	50	win	83	0	10384510	15	4	4262918767	3	-1	2	2	-10	3	74	0.0868	-3	-11	-185	2919	9.5
-14	-50	lose	17	0	-10384510	-15	-4	4262918767	-3	1	-2	-2	10	-3	-74	-0.0868	3	11	185	-2919	-9.5
14	50	win	84	0	10384510	10	16	4263024920	4	-1	2	2	-10	3	77	0.2738	0	-11	-186	2919	13.0
-14	-50	lose	16	0	-10384510	-10	-16	4263024920	-4	1	-2	-2	10	-3	-77	-0.2738	0	11	186	-2919	-13.0
2	-558	win	44	-9	196977176	10	12	4263430944	1	4	-16	4	-3	6	-76	0.4615	1	2	210	105	11.0
-2	558	lose	56	9	-196977176	-10	-12	4263430944	-1	-4	16	-4	3	-6	76	-0.4615	-1	-2	-210	-105	-11.0
